Data Quality,Item,Series,Time Stamp,Date,Time (s),Measurement,Measurement ID,Image,Bubble Detection,Intensity (Cnt/s),Normalized Intensity (Cnt/s),Number Acqs,Number Unmarked Acqs,Number Marked Acqs,% Acqs Unmarked,Acq Time (s),DLS Temp (C),Attenuation Level (%),Laser Power (%),Set Temp (C),Ramp Rate (C/min),Well,Insert Info,Row,Col,Configuration,Radius (nm),Amplitude,Diffusion Coefficient (cm²/s),Diameter (nm),Polydispersity (nm),%PD,PD Index,Mw-R (kDa),Baseline,SOS,Viscosity from Sample Rh (cP),Lambda (1/s),Sigma (1/s²),D10 (nm),D50 (nm),D90 (nm),Span (D90 - D10)/D50,Range1 Radius (I) (nm),Range1 %Pd (I),Range1 Mw-R (I) (kDa),Range1 %Intensity (I),Range1 %Mass (I),Range1 %Number (I),Range1 Diameter (I) (nm),Range1 Diffusion Coefficient (I) (cm²/s),Range1 Particle Concentration (I) (1/mL),Range2 Radius (I) (nm),Range2 %Pd (I),Range2 Mw-R (I) (kDa),Range2 %Intensity (I),Range2 %Mass (I),Range2 %Number (I),Range2 Diameter (I) (nm),Range2 Diffusion Coefficient (I) (cm²/s),Range2 Particle Concentration (I) (1/mL),Range3 Radius (I) (nm),Range3 %Pd (I),Range3 Mw-R (I) (kDa),Range3 %Intensity (I),Range3 %Mass (I),Range3 %Number (I),Range3 Diameter (I) (nm),Range3 Diffusion Coefficient (I) (cm²/s),Range3 Particle Concentration (I) (1/mL),Range4 Radius (I) (nm),Range4 %Pd (I),Range4 Mw-R (I) (kDa),Range4 %Intensity (I),Range4 %Mass (I),Range4 %Number (I),Range4 Diameter (I) (nm),Range4 Diffusion Coefficient (I) (cm²/s),Range4 Particle Concentration (I) (1/mL),Range5 Radius (I) (nm),Range5 %Pd (I),Range5 Mw-R (I) (kDa),Range5 %Intensity (I),Range5 %Mass (I),Range5 %Number (I),Range5 Diameter (I) (nm),Range5 Diffusion Coefficient (I) (cm²/s),Range5 Particle Concentration (I) (1/mL),RMS Error,Number Unfiltered Peaks (I),Number Filtered Peaks (I),Pre-correction Internal Standard Rh (I) (nm),Internal Standard Viscosity (I) (cP),Mw-S (Da),1/Mw-S (1/Da),Particle Concentration (1/mL),Particle Concentration Calculation,Particle Material,Particle Shape,Particle Core Real RI,Particle Core Imaginary RI,Sample,Concentration (mg/mL),Mw-R Model,dn/dc (mL/g),Conformation Model for SLS,A2 (mol mL/g^2),Viscosity Calculation: Use Internal Standard,Internal Standard Rh (nm),Internal Standard Rh Range Minimum (nm),Internal Standard Rh Range Maximum (nm),Solvent,Rfr Idx @ 589nm & 20C,Viscosity (cP),Temp Model,
Caution,A1 ,,10:08:40,2025-08-06,0,1,1,View,--,1093887.8106972699,546944418.80538046,5,5,0,100,9.9614696502685547,24.969210893988418,99.000000953674316,20.000000298023224,25,0,A1,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",1,1,2025-Aug-06 09:42:23,130.47510508181378,0.37755462754198776,1.8840068344229823e-08,260.95021016362756,21.54455860038636,16.5123903037878,0.16512390303787799,299978.5939969605,1.0210891815554015,1.2157256594509394,--,749.47795529493271,317.23788208041321,94.189902694259558,100.40150798192762,107.06049098288324,0.1281911850461489,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,104.56347768923885,4.0002006196060513,178699.78335383022,100,100.00000000000001,100,209.1269553784777,2.3508780993948527e-08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.0010038280191162928,1,1,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.8878636015843131,Aqueous,
Caution,A2 ,,10:09:45,2025-08-06,65,2,2,View,--,1369165.5265358537,684583405.93646061,5,5,0,100,9.9614696502685547,25.033833239503547,99.000000953674316,20.000000298023224,25,0,A2,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",1,2,2025-Aug-06 09:42:23,134.33201700875108,0.4009782772997264,1.8330293029456663e-08,268.66403401750216,30.716239782407481,22.865911244678525,0.22865911244678525,321139.06248735072,1.0421913657846191,2.2177913523463952,--,709.50921891783992,379.82749248315019,92.410187840377773,96.514695330782359,100.28775231610936,0.081620363082875749,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,100.33520776980559,3.3800129824741911,162247.94911595646,100,100,100.00000000000001,200.67041553961118,2.4541188379831813e-08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.001413954070656667,1,1,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88654669635964845,Aqueous,
Caution,A3 ,,10:10:50,2025-08-06,130,3,3,View,--,1705756.8029061058,710734080.53073049,5,5,0,100,9.9614696502685547,25.056869064776031,98.800003528594971,20.000000298023224,25,0,A3,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",1,3,2025-Aug-06 09:42:23,126.06974438742148,0.37140869248108649,1.9543451581988632e-08,252.13948877484296,16.947527719588024,13.442977775466126,0.13442977775466125,276813.95242250158,1.021478036818426,0.97096138846249536,--,782.31852759208357,292.46276776196765,93.374754719584118,96.582175542968059,99.789596366351986,0.066418483645711582,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,100.32235326694895,1.4133096502015186,162199.31706235532,100,100,100,200.6447065338979,2.4559212031571853e-08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.0011930951524808016,1,1,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88607806617462992,Aqueous,
Good,A4 ,,10:11:58,2025-08-06,198,4,4,View,--,1909313.0917031139,164596043.039729,5,5,0,100,9.9614696502685547,25.052194669939485,94.200003147125244,20.000000298023224,25,0,A4,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",1,4,2025-Aug-06 09:42:23,123.57669770687487,0.32406136502717947,1.9935271453866018e-08,247.15339541374973,50.479839213966827,40.848995118566364,0.40848995118566367,264175.09985018428,1.0164790389391756,1.4910596662871614,--,570.25787296032991,668.94469024410682,82.870836910926798,92.110656116505893,107.22758300551408,0.26442918899393919,--,--,--,--,--,--,--,--,--,95.411495978089334,7.0590598067230408,144227.60361772706,91.652757805272174,82.861261604212103,99.729133764501256,190.82299195617867,2.5820106779634069e-08,--,446.39506650538999,4.6439284302125063,5333251.6599249095,8.3472421947278281,17.138738395787886,0.27086623549874128,892.79013301077998,5.5187326182717725e-09,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.0010794508529223259,3,2,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88617312573742602,Aqueous,
Good,A5 ,,10:13:15,2025-08-06,275,5,5,View,--,1816671.3684108094,440085262.85466266,5,5,0,100,9.9614696502685547,25.034970708208256,97.420001029968262,16.000001132488251,25,0,A5,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",1,5,2025-Aug-06 09:42:23,127.07099814082898,0.35360204712639642,1.937829220648554e-08,254.14199628165795,23.54891365743552,18.532091509454396,0.18532091509454396,281985.33362705028,1.0063415414758272,1.1331174079487192,--,766.03648533423814,350.00996117349428,93.215656240184074,108.628155018603,126.68280751032063,0.30808910695763153,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,113.75523469065502,11.30919894193965,217640.90219140548,99.999999999999986,100,100,227.51046938131003,2.1646642808474221e-08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.00070652440579029171,3,1,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88652354630359798,Aqueous,
Good,A6 ,,10:14:29,2025-08-06,349,6,6,View,--,972627.78149972705,648419113.6146369,5,5,0,100,9.9614696502685547,25.013851249286375,99.000000953674316,15.000000596046448,25,0,A6,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",1,6,2025-Aug-06 09:42:23,125.53914853732385,0.39441084945558391,1.9603850813552355e-08,251.07829707464771,21.678940771408275,17.268669593503688,0.17268669593503688,274095.67311891296,1.0067801011551114,3.0328331900323571,--,778.19688365571255,339.07770145586943,100.32541104294316,106.43151958621014,115.2432064466544,0.14016332249797239,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,111.0667591790355,4.9391476616566354,205795.71793320918,100,100,100,222.133518358071,2.2158301524031718e-08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.0012151574145707197,1,1,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88695354313038688,Aqueous,
Good,B1 ,,10:15:37,2025-08-06,417,7,7,View,--,2221438.7385761007,277679689.22526741,5,5,0,100,9.9614696502685547,24.988477864222244,95.999997854232788,20.000000298023224,25,0,B1,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",2,1,2025-Aug-06 09:42:23,139.6682462063857,0.3404452761695172,1.7608923125852533e-08,279.33649241277141,39.394515287701864,28.205777875587536,0.28205777875587534,351785.72193488333,1.0184613251153709,3.7181408777274321,--,651.90027116538158,425.32852876164276,93.231617396970904,108.28029800419496,126.37837747357743,0.30611995614679932,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,113.50677789998963,11.198546896290141,216530.28859017001,100,100,100,227.01355579997926,2.1667493836692862e-08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.00078556884074624915,3,1,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88747062125854248,Aqueous,
Good,B2 ,,10:16:42,2025-08-06,482,8,8,View,--,1467798.4103479446,244633298.04650062,5,5,0,100,9.9614696502685547,24.972158669225696,97.000002861022949,20.000000298023224,25,0,B2,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",2,2,2025-Aug-06 09:42:23,136.54912331474546,0.36899674200116944,1.8003416528150403e-08,273.09824662949092,34.22837335951418,25.066710447212351,0.25066710447212354,333678.06892379915,1.0098209954749375,2.5774542235249767,--,686.15516194557586,398.0453856853008,102.04601328316188,111.7185280199501,123.19225407855257,0.18928141258372558,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,116.39889700931505,6.4753000208505664,229660.23858411075,100.00000000000001,100,99.999999999999986,232.7977940186301,2.1120051879807772e-08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.0007370998191911785,2,1,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88780345782896664,Aqueous,
Good,B3 ,,10:17:46,2025-08-06,546,9,9,View,--,673441.85389393405,224480828.7012237,5,5,0,100,9.9614696502685547,24.978096559121045,97.000002861022949,10.000000149011612,25,0,B3,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",2,3,2025-Aug-06 09:42:23,131.75750916099022,0.44667106844778959,1.8661063143844493e-08,263.51501832198045,25.59401015949841,19.425086526359511,0.19425086526359511,306922.75100051059,1.0068790301136348,2.1329118134766203,--,735.14787840220379,347.17924611674169,87.000489802362011,113.17285652151128,151.85624369006982,0.57306810025936195,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,121.27812927651928,20.979040968914404,252820.87256764178,99.999999999999986,100,100,242.55625855303856,2.0273525101322165e-08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.00092858859810761969,3,1,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88768232754469201,Aqueous,
Good,B4 ,,10:18:51,2025-08-06,611,10,10,View,--,1017220.2254427908,135629325.66639453,5,5,0,100,9.9614696502685547,24.989530340502121,94.999998807907104,15.000000596046448,25,0,B4,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",2,4,2025-Aug-06 09:42:23,127.27797792442813,0.40540074273157251,1.9323653670739507e-08,254.55595584885626,50.000621338018483,39.284581789715872,0.39284581789715872,283061.20527202723,1.0108686619352838,2.7376097267115123,--,581.49972787963816,623.44957350963352,63.446029311438025,112.05291989679705,193.03172366691066,1.1564686977797958,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,125.8124554194733,40.801523126203236,275493.92490237975,99.999999999999986,100,100,251.62491083894659,1.9548744654283241e-08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.00091346859716296737,4,1,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88744916288154241,Aqueous,
